,timestamp,report_week,operability_icu,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,operability_icu_p,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,operability_er,nCoV_isolation_area_avail,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,hospital_code,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,federal_entity,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,hospital_type,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,administrative_entity,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,arch_beds_count,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,op_beds_count,rrt_staff_nurse,rrt_staff_nurse_nephrologist,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,op_beds_er_count,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wahs_failure_sx,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure
532,2019-09-27T17:19:17.427Z,39 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,Entre 3 y 5 días,Todos los días,,,Todos los días,,Todos los días,Todos los días,No operativa,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo III,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,1.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,16,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,22,8,1,12,0,12,5,1,4,8,0,Hubo agua todos los días,"3 a 5 días, con soporte alterno",Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T00:50:00.000Z,No
533,2019-11-23T04:36:56.657Z,47 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,Protestas  sin suspensión de actividades,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,8.0,0.0,8.0,6.0,2.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,150,Todos los días,Todos los días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,22,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,20,12,1,14,0,12,5,1,4,8,0,Hubo agua todos los días,"3 a 5 días, con soporte alterno",Hubo agua todos los días,Si,5,Menos de 3 días,1899-12-30T00:15:00.000Z,No
534,2019-08-31T04:18:56.588Z,35 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Todos los días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,1899-12-30T00:30:00.000Z,1899-12-30T01:00:00.000Z,22,12,1,14,0,12,5,0,4,5,1,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T00:50:00.000Z,No
535,2019-11-29T13:18:56.879Z,48 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,1.0,Medicamentos,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,6.0,2.0,,14.0,0.0,14.0,6.0,3.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,150,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,22,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,26,8,2,14,0,14,5,2,4,8,0,Hubo agua todos los días,"3 a 5 días, con soporte alterno",Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T00:10:00.000Z,No
536,2019-10-13T05:06:34.999Z,41 del 2019,No operativa,0,Funciona todos los días,No,0.0,0.0,,1.0,Medicamentos,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,Entre 1 y 2 días,Todos los días,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,180,Todos los días,Todos los días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,16,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,22,12,1,12,0,12,5,0,4,6,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T00:30:00.000Z,No
537,2019-07-13T00:27:44.009Z,28 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Huelga (suspendidas todas  las actividades),,Violencia contra personal de hospital por familiares,,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,Todos los días,Menos de 3 de días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,22,12,1,12,0,12,5,1,4,6,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,3,Todos los días,1899-12-30T02:00:00.000Z,No
538,2019-06-16T05:18:45.849Z,24 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,,,,,,,,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Guárico,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Sí,Sí,,MPPS,,6.0,1.0,,5.0,,6.0,6.0,3.0,Todos los días,160,Todos los días,Todos los días,No hubo,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Nunca ha existido,180,Nunca ha existido,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,22,12,2,12,0,12,5,1,4,6,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,5,Entre 3 y 5 días,1899-12-30T01:00:00.000Z,No
539,2019-06-29T03:25:44.231Z,26 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,18.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,22,12,1,14,0,12,5,1,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:05:00.000Z,No
540,2020-01-18T14:03:08.743Z,3 del 2020,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,,,,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,140,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,22,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,24,12,1,14,0,12,5,2,4,8,0,Hubo agua todos los días,"3 a 5 días, con soporte alterno",Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:05:00.000Z,No
541,2020-02-14T17:47:40.702Z,7 del 2020,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,No hubo,Todos los días,,No,Todos los días,No,Todos los días,Entre 3 y 5 días,Menos de 3 de días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,148,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,22,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,24,12,2,14,0,14,5,2,4,8,0,Hubo agua todos los días,"3 a 5 días, con soporte alterno",Hubo agua todos los días,Si,2,Todos los días,1899-12-30T01:00:00.000Z,No
542,2019-08-02T17:49:37.727Z,31 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,No hubo,No hubo,No hubo,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,22,12,1,16,0,12,5,1,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T01:00:00.000Z,No
543,2020-01-11T23:33:23.863Z,2 del 2020,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,Síndrome Gillan Barré,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Menos de 3 de días,Menos de 3 de días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,140,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,22,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,24,12,1,14,0,14,5,1,4,8,0,Hubo agua todos los días,"3 a 5 días, con soporte alterno",Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:05:00.000Z,No
544,2019-12-28T04:21:56.841Z,52 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,,,,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Menos de 3 de días,Entre 3 y 5 días,Menos de 3 de días,Menos de 3 de días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,140,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,22,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,12,5,1,12,0,12,5,1,4,8,0,"3 a 5 días , sin soporte  alterno","< 3 días, sin soporte alterno (cisternas)","3 a 5 días , sin soporte  alterno",Si,2,Menos de 3 días,1899-12-30T00:02:00.000Z,No
545,2019-08-17T00:34:58.961Z,33 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,TBC en personal de salud,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,22,12,1,14,0,12,5,1,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T01:00:00.000Z,No
546,2019-12-06T14:22:21.294Z,49 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,4.0,2.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,No hubo,140,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,22,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,20,14,2,16,0,14,5,2,4,12,0,Hubo agua todos los días,"3 a 5 días, con soporte alterno",Hubo agua todos los días,Si,4,Entre 3 y 5 días,1899-12-30T00:05:00.000Z,No
547,2019-07-21T02:28:17.823Z,29 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,1.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,22,12,1,12,0,14,5,1,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T01:00:00.000Z,No
548,2019-07-27T18:12:32.097Z,30 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,,,,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Entre 1 y 2 días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,1899-12-30T00:30:00.000Z,1899-12-30T00:30:00.000Z,22,12,1,12,0,12,5,1,4,6,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,3,Todos los días,1899-12-30T18:00:00.000Z,No
